web_Link,Production Name,Director,Composer/Lyricist,Playwright,Rights Holder,Preview Date,Opening Date,Closing Date,Scraped Date,Category
https://www.ibdb.com/broadway-production/the-music-man-12495,The Music Man,Susan Stroman,Meredith Willson,Meredith Willson,"Dodger Theatricals,The John F. Kennedy Center for the Performing Arts,Elizabeth Williams,Anita Waxman,Kardana-Swinsky Productions,Lorie Cowen LevyandDede Harris","Apr 05, 2000","Apr 27, 2000","Dec 30, 2001",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-scarlet-pimpernel-12566,The Scarlet Pimpernel,Peter Hunt,Nan Knighton,Nan Knighton,"Pierre Cossette,Bill Haber,Hallmark Entertainment,Ted ForstmannandKathleen Raitt","Oct 06, 1997","Nov 09, 1997","Jan 02, 2000",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/natalie-merchant-12687,Natalie Merchant,,,,,"Jun 08, 1999","Jun 08, 1999","Jun 13, 1999",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/swan-lake-4875,Swan Lake,Matthew Bourne,Peter Ilyich Tchaikovsky,,"Adventures in Motion Pictures (Katherine Doré, Producing Director)andCameron Mackintosh","Sep 26, 1998","Oct 08, 1998","Jan 23, 1999",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/a-view-from-the-bridge-5146,A View From the Bridge,Michael Mayer,,Arthur Miller,The Roundabout Theatre Company (Todd Haimes: Artistic Director,"Nov 25, 1997","Dec 14, 1997","Aug 30, 1998",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-king-and-i-4673,The King and I,Christopher Renshaw,Oscar Hammerstein II,Oscar Hammerstein II,"Dodger Productions,The John F. Kennedy Center for the Performing Arts,James M. Nederlander,Perseus Productions,John FrostandThe Adelaide Festival Centre","Mar 19, 1996","Apr 11, 1996","Feb 22, 1998",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/danny-gans-on-broadway-the-man-of-many-voices-4315,Danny Gans on Broadway: The Man of Many Voices,,,,The Nederlander Organization (James M. Nederlander: Chairman,"Oct 27, 1995","Nov 08, 1995","Nov 12, 1995",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/laurie-anderson-on-broadway-the-nerve-bible-4292,Laurie Anderson on Broadway: The Nerve Bible,,,,The Voyager Company,"Apr 06, 1995","Apr 06, 1995","Apr 09, 1995",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/basia-on-broadway-4274,Basia on Broadway,,,,Delsener / Slater EnterprisesandJames L. Nederlander,"Nov 14, 1994","Nov 14, 1994","Nov 27, 1994",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-rise-and-fall-of-little-voice-4607,The Rise and Fall of Little Voice,Simon Curtis,,Jim Cartwright,"James M. Nederlander,Charlene Nederlander,Peggy Hill Rosenkranz,Dennis Grimaldi,PACE Theatrical Group, Inc.,Kevin McCollum,Jon B. Platt,James L. Nederlander,Leonard SolowayandMichael Codron","Apr 15, 1994","May 01, 1994","May 08, 1994",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/cyrano--the-musical-4585,Cyrano - The Musical,Eddy Habbema,Koen Van Dijk,Koen Van Dijk,Joop Van Den Ende,"Oct 19, 1993","Nov 21, 1993","Mar 20, 1994",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/jakes-women-4668,Jake's Women,Gene Saks,,Neil Simon,Emanuel Azenberg,"Mar 12, 1992","Mar 24, 1992","Oct 25, 1992",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/jackie-mason-brand-new-4615,Jackie Mason: Brand New,,,Jackie Mason,"Old Friends Group, Inc.","Oct 09, 1990","Oct 17, 1990","Jun 30, 1991",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/don-cossacks-4553,Don Cossacks,,B. KornevandBoris Ogurtsov,,"James M. NederlanderandICM Artists, Ltd., (Lee Lamont, President)","Jan 23, 1990","Jan 23, 1990","Feb 04, 1990",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/orpheus-descending-4245,Orpheus Descending,Peter Hall,,Tennessee Williams,James M. NederlanderandElizabeth Ireland McCann,"Sep 13, 1989","Sep 24, 1989","Dec 17, 1989",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/senator-joe-1063,Senator Joe,Tom O'Horgan,Perry Arthur Kroeger,Perry Arthur Kroeger,Adela HolzerandChester Fox,"Jan 06, 1989",Never Officially Opened,"Jan 07, 1989",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/kenny-loggins-on-broadway-4521,Kenny Loggins on Broadway,,,,"James M. Nederlander,James L. NederlanderandArthur Rubin","Nov 01, 1988","Nov 01, 1988","Nov 06, 1988",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/ah-wilderness-4512,"Ah, Wilderness!",Arvin Brown,,Eugene O'Neill,"Ken Marsolais,Alexander H. CohenandThe John F. Kennedy Center for the Performing Arts","Jun 15, 1988","Jun 23, 1988","Jul 23, 1988",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/long-days-journey-into-night-4509,Long Day's Journey Into Night,José Quintero,,Eugene O'Neill,"Ken Marsolais,Alexander H. CohenandThe John F. Kennedy Center for the Performing Arts","Jun 11, 1988","Jun 14, 1988","Jul 23, 1988",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/breaking-the-code-4488,Breaking the Code,Clifford Williams,,Hugh Whitemore,"Jerome Minskoff,Duncan C. Weldon,James M. Nederlander,The John F. Kennedy Center for the Performing ArtsandANTA (Alfred de Liagre Jr: executive producer","Nov 07, 1987","Nov 15, 1987","Apr 10, 1988",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/mort-sahl-on-broadway-4478,Mort Sahl on Broadway!,,,,James L. NederlanderandArthur Rubin,"Oct 07, 1987","Oct 11, 1987","Nov 01, 1987",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/blithe-spirit-4447,Blithe Spirit,Brian Murray,,Noël Coward,"Karl Allison,Douglas UrbanskiandSandra Moss","Mar 10, 1987","Mar 31, 1987","Jun 28, 1987",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/into-the-light-4428,Into the Light,Michael Maurer,John Forster,Jeff Tambornino,"Joseph Z. Nederlander,Richard KughnandJerrold Perenchio","Oct 09, 1986","Oct 22, 1986","Oct 26, 1986",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/biloxi-blues-4366,Biloxi Blues,Gene Saks,,Neil Simon,Emanuel Azenberg,"Mar 19, 1985","Mar 28, 1985","Jun 28, 1986",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/brighton-beach-memoirs-4212,Brighton Beach Memoirs,Gene Saks,,Neil Simon,"Emanuel Azenberg,Wayne M. RogersandRadio City Music Hall Productions","Mar 22, 1983","Mar 27, 1983","May 11, 1986",2025-06-26,Creative Team and Performance Data
